2017,Ed Sheeran,6.2263262666666664E7
2018,Post Malone,6.812695868115942E7
2019,Post Malone,6.6283253927536234E7
2020,Bad Bunny,7.794363488405797E7
2021,Olivia Rodrigo,6.446307111594203E7
