('2017', 'Ed Sheeran', 62263262.666666664)
('2018', 'Post Malone', 68126958.68115942)
('2019', 'Post Malone', 66283253.927536234)
('2020', 'Bad Bunny', 77943634.88405797)
('2021', 'Olivia Rodrigo', 64463071.11594203)
